"Object Count","Layer Name","Object Name","Object Category","Object Type","Attribute Keys","Attribute Texts","Object Keys","Object Texts"
"92","Layer 08","","curve","closed freeform"
"93","Layer 08","","curve","closed freeform"
"94","Layer 08","","curve","closed freeform"
"95","Layer 08","","curve","closed freeform"
"96","Layer 08","","curve","closed freeform"
"97","Layer 08","","curve","closed freeform"
"98","Layer 08","","curve","closed freeform"
"99","Layer 08","","curve","closed freeform"
"100","Layer 07","","curve","closed freeform"
"101","Layer 07","","curve","closed freeform"
"102","Layer 06","","curve","closed freeform"
"103","Layer 06","","curve","closed freeform"
"104","Layer 06","","curve","closed freeform"
"105","Layer 06","","curve","closed freeform"
"106","Layer 06","","curve","closed freeform"
"107","Layer 06","","curve","closed freeform"
"108","Layer 05","","curve","closed freeform"
"109","Layer 05","","curve","closed freeform"
"110","Layer 05","","curve","closed freeform"
"111","Layer 05","","curve","closed freeform"
"112","Layer 05","","curve","closed freeform"
"113","Layer 05","","curve","closed freeform"
"114","Layer 05","","curve","closed freeform"
"115","Layer 05","","curve","closed freeform"
"116","Layer 05","","curve","closed freeform"
"117","Layer 05","","curve","closed freeform"
"118","Layer 04","","curve","closed freeform"
"119","Layer 04","","curve","closed freeform"
"120","Layer 04","","curve","closed freeform"
"121","Layer 04","","curve","closed freeform"
"122","Layer 04","","curve","closed freeform"
"123","Layer 04","","curve","closed freeform"
"124","Layer 04","","curve","closed freeform"
"125","Layer 04","","curve","closed freeform"
"126","Layer 04","","curve","closed freeform"
"127","Layer 04","","curve","closed freeform"
"128","Layer 04","","curve","closed freeform"
"129","Layer 04","","curve","closed freeform"
"130","Layer 04","","curve","closed freeform"
"131","Layer 04","","curve","closed freeform"
"132","Layer 04","","curve","closed freeform"
"133","Layer 04","","curve","closed freeform"
"134","Layer 04","","curve","closed freeform"
"135","Layer 04","","curve","closed freeform"
"136","Layer 04","","curve","closed freeform"
"137","Layer 04","","curve","closed freeform"
"138","Layer 04","","curve","closed freeform"
"139","Layer 04","","curve","closed freeform"
"140","Layer 04","","curve","closed freeform"
"141","Layer 04","","curve","closed freeform"
"142","Layer 04","","curve","closed freeform"
"143","Layer 04","","curve","closed freeform"
"144","Layer 04","","curve","closed freeform"
"145","Layer 04","","curve","closed freeform"
"146","Layer 04","","curve","closed freeform"
"147","Layer 04","","curve","closed freeform"
"148","Layer 03","","curve","closed freeform"
"149","Layer 02","","curve","closed freeform"
"150","Layer 02","","point","0,0,0"
"151","Layer 02","","point","15.16166087480339,0,8.896094040896788"
"152","Layer 02","","point","37.37004848074636,0,31.42754626061188"
"153","Layer 02","","point","24.27062570316281,0,12.44035353532077"
"154","Layer 02","","point","20,0,146.6485939159284"
"155","Layer 02","","point","1.292418195536555,0,34.03323281278519"
"156","Layer 02","","point","0,0,0"
"157","Layer 02","","curve","closed freeform"
"158","Layer 02","","point","0,0,0"
"159","Layer 02","","point","18.84999120554421,0,9.104314746383725"
"160","Layer 02","","point","38.52625694522926,0,20.64100812684791"
"161","Layer 02","","point","26.32422635626245,0,15.67706334669006"
"162","Layer 02","","point","20,0,143.3864720693726"
"163","Layer 02","","point","3.917902933395423,0,38.91907582474829"
"164","Layer 02","","point","0,0,0"
"165","Layer 02","","curve","closed freeform"
"166","Layer 02","","point","0,0,0"
"167","Layer 02","","point","14.12580146180736,0,9.705787543070404"
"168","Layer 02","","point","31.79016432808254,0,40.74270876624747"
"169","Layer 02","","point","22.60457804082175,0,17.09514093915706"
"170","Layer 02","","point","20,0,95.14165023581201"
"171","Layer 02","","point","8.74468727444517,0,4.370839853943717"
"172","Layer 02","","point","0,0,0"
"173","Layer 01","","curve","closed freeform"
"174","Layer 01","","curve","closed polyline"
"175","Default","","curve","closed freeform"
"176","Default","","curve","closed freeform"
